Gene,PC1,PC2,group
AKAP10,-3.4385687591143554,0.5234612368303995,2
AKAP11,-1.747505773786112,0.3382216519614421,2
AKAP12,-11.002739956694567,-0.09082426663234633,2
AKAP13,13.612086680523353,0.1257191218052093,2
AKAP2,-10.650394504441184,-0.10111113305566273,2
AKAP7,8.105133878445937,-0.10068229366587736,0
AKAP8,5.544102776938245,-0.015149267229723807,2
AKAP8L,6.1727521955598315,-2.5496606865996374,2
AKAP9,-11.543936497290705,-0.29854613087135196,2
AKIRIN1,-0.15691406741535913,0.4041120982225056,2
AKIRIN2,18.928298996708854,0.7133923658816713,2
AKNA,25.79173403078129,0.4113690028097594,2
AKR1A1,7.402708916447732,0.2236005835093047,2
AKR1B1,17.14985190455327,0.38030572087209086,2
AKR1C3,8.739349703137025,0.7910143980493167,2
AKR1C4,-6.938983699153727,1.204908539217262,2
AKR1CL1,-11.766890293102314,-0.30215486506123274,2
AKR1D1,44.59593991067175,-1.2197065867241639,0
AKR7A2,19.282752786359637,-0.20341201937426187,2
AKR7A3,7.217892182555314,-0.24748062878422117,2
AKT1,10.39108683112171,-0.22055901413219234,2
AKT1S1,-8.263284800857269,-1.6284691216558829,2
AKT3,-12.715736368862848,0.07447975817205303,2
AKTIP,9.69237589982045,0.3574251417674154,2
ALAD,-4.663576566769473,0.6664601922279999,2
ALAS1,-10.109336740665123,0.14084347407510414,2
ALAS2,19.97217192432926,-1.9378659852322766,0
ALCAM,7.219560123964555,-0.09836005494483503,2
ALDH16A1,2.2066131909253586,-1.4947766113116299,2
ALDH18A1,0.6112324980580561,0.09835196802709885,2
ALDH1A1,4.187382627911562,1.8782569264078248,2
ALDH1A2,-11.829339432700523,-0.12954804400516806,2
ALDH1B1,-7.020550661595475,0.08368746588858372,2
ALDH1L2,-11.802621740287696,-0.3361472845535327,2
ALDH2,12.156545058695313,1.1756600774378845,2
ALDH3A2,-1.2884345322412556,0.2423352520758537,2
ALDH3B1,-2.1051979716445963,-0.5303911397686812,2
ALDH4A1,-11.789456647401604,-0.004738127013571764,2
ALDH5A1,1.9341576422019995,-0.6272209482808307,0
ALDH6A1,-0.2902325501295903,-0.7265954835817529,2
ALDH7A1,-11.624002863853502,0.17790152576634805,2
ALDH8A1,-5.703135835673282,-1.5687423570241954,2
ALDH9A1,28.076808448430807,0.8379206910237419,2
ALDOA,11.68844352376412,0.24125300180767997,2
ALDOB,-7.1869246287986455,-0.37879287083160845,2
ALDOC,15.258583656708499,0.28495318284536625,2
ALG1,-11.73555859656479,0.7648797066374906,2
ALG10B,-9.587204378618548,1.2029753173404027,2
ALG11,-7.329802806705323,-0.05281140337782769,2
ALG12,-6.983094801083052,-0.48714322880308863,2
ALG13,-3.2693886442449456,1.3466538106833599,2
ALG14,-11.039295137128008,0.8170251663305748,2
ALG2,-12.869472284331525,0.06274890420844162,2
ALG3,-0.3550830870997774,0.302252610082779,2
ALG5,6.453461111721453,0.3927802053830998,2
ALG6,3.735045646285282,0.692669768246637,2
ALG8,-1.4097294948677148,0.4485993013200314,2
ALG9,1.3876256768973292,0.522356541545838,2
ALKBH1,-2.426801942488828,1.1706278122434994,2
ALKBH2,-1.785541270424186,-0.38689427957827416,2
ALKBH3,3.982099811910112,-0.1729047493386138,2
ALKBH4,-8.298061119587498,0.5235705761403024,2
ALKBH5,30.168872156938075,0.38618433508742134,2
ALKBH6,5.187867547497777,-0.8450758630203732,2
ALKBH7,7.353521372277193,-0.7377367938322629,2
ALKBH8,-4.613608454960279,-0.9039024952221559,0
ALMS1,-5.405911372346402,-0.636984364872718,2
ALMS1P,-10.89970236619367,-0.5909585885979979,2
ALOX12,4.367981067970073,-1.0894778563787402,0
ALOX15,-8.600815901456569,-0.21537059491740176,2
ALOX15B,-8.527655877657258,-0.43989348967372893,2
ALOX5,10.679899224672052,0.21457562702386176,2
ALOX5AP,39.64687519486934,-0.08772232863649193,0
ALOXE3,-12.06868561235095,-0.10834218273910673,2
ALPI,-11.209105673689177,0.0960508313144643,2
ALPK1,13.068623296978545,-0.615785413367008,2
ALPK2,-13.493902226776813,0.15451471565371838,2
ALPL,31.81093071329798,-0.6013519543353631,0
ALPP,36.57503197570663,-3.2205430339718273,0
ALPPL2,-11.71228307727673,-0.22813702899221136,2
ALS2,3.4865615663528704,0.1872118607496332,2
ALS2CL,-14.052988285720954,-0.16512738363105917,2
ALS2CR12,-11.052836492535201,-0.51936734327044,2
ALS2CR14,15.836705063929093,-3.1832646184858127,0
ALS2CR16,-11.956518511064798,0.24046318729314098,2
ALS2CR4,-12.643042867619453,0.8280066437213578,2
ALX1,-6.545664054845506,-0.12169774032073338,2
ALX3,-11.51543936909719,-0.03194972765309462,2
AMAC1L2,-11.778636660396593,-0.4176463520737434,2
AMAC1L3,-8.486507386181982,-0.8493954843216838,2
AMACR,-11.730648666486749,0.6527254043659085,2
AMBRA1,-11.21045017183465,-0.1885156850753625,2
AMD1,13.986051039317985,0.6083883750533882,2
AMDHD1,-11.009452239418366,0.14375080203237173,2
AMDHD2,-2.1138768020813252,-1.596152797735335,2
AMFR,2.6633996958972186,-0.24146243283181879,2
AMICA1,33.97361043805743,-1.0405515306881308,0
AMIGO1,-10.004798318427168,-0.09279315901931137,2
AMIGO2,-13.027220333800686,-0.06380371750096037,2
AMMECR1,-5.438303207358856,0.30671234909658535,2
AMMECR1L,1.9540581039485003,-0.20937279619472493,2
AMN1,-6.116736732228061,0.9475945634104822,2
AMOT,-5.178110986113871,0.3881886416657828,2
AMOTL2,1.4822033229219505,-2.1820105683324362,2
AMPD3,-9.168281562843235,0.04059023951163902,2
AMT,0.9964963302184868,-1.3993201690152677,0
AMY1A,17.619900266104228,0.32171862908279,2
AMY1B,-4.561799969980586,0.3100763229436915,2
AMY1C,30.528929152128892,0.34617497798927505,0
AMY2A,-3.9342651553994314,-0.6173996086021237,2
AMY2B,-7.8060456041964015,-0.0232089057447491,2
AMZ2,3.057826361087405,0.4102894397606703,2
ANAPC1,6.000504314361921,0.40169622674264815,2
ANAPC10,-5.652459070291765,3.402281869108701,2
ANAPC11,1.4759433382670257,-0.1405309391760239,2
ANAPC13,22.160498235729243,1.4339529768679726,2
ANAPC2,-9.0595495631855,-0.7059799249292142,2
ANAPC4,13.300754052283402,-0.3857745563249179,2
ANAPC5,20.601590860353465,-0.06992090579406943,2
ANAPC7,-12.690058852282283,0.8843262844400303,2
ANG,7.63900578249065,-0.13155235510458924,2
ANGEL1,-0.23978389325984314,-0.3041443692931455,2
ANGEL2,14.072518854702631,0.7231388065925076,2
ANGPT1,-3.9392062115045547,-0.4633655667011414,2
ANGPTL4,-8.451382654775202,-0.1348198222580004,2
ANGPTL6,-12.877752836694125,0.059711683796944345,2
ANK1,-3.6113230244730734,-2.241528256731033,0
ANK3,-9.177975049732797,-1.3547165963639467e-5,2
ANKAR,-10.759564344340516,0.09985222513120631,2
ANKDD1A,0.3605068954874448,-1.0996262129876837,2
ANKFY1,6.679597309454304,-0.5501548148311791,2
ANKHD1,-12.128074157081635,-0.24964004666227227,2
ANKHD1-EIF4EBP3,-1.7326676358847204,-1.0701780032368682,2
ANKIB1,8.160219380499493,1.0579496129076256,2
ANKLE1,-12.921363798271349,0.009184491966438146,2
ANKLE2,4.886932426953406,0.5173348790008442,2
ANKMY1,2.680487299690317,-1.1891123620952913,2
ANKMY2,-3.094739226855135,1.9460670841722558,2
ANKRA2,4.295834192764628,1.34172307720671,2
ANKRD10,3.462419056540453,1.2190545553177565,2
ANKRD11,13.72975655499931,1.0659046024477166,2
ANKRD12,13.934293760654263,1.4717498251471948,2
ANKRD13A,25.342548612071283,-0.033523911545049453,2
ANKRD13C,-8.950567079955311,1.6396727035509693,2
ANKRD13D,-2.720384230859488,-1.3242202639303957,2
ANKRD16,-8.310770011211941,-0.17627241939956947,2
ANKRD17,-4.304412749489146,1.2983911065443292,2
ANKRD20A1,-10.03215320804468,-0.21797068804778685,2
ANKRD20B,-12.069144939169089,0.06372470695722214,2
ANKRD22,0.4371129390522682,-0.37996305828253046,0
ANKRD23,-8.578531447659678,-0.48584314347993796,2
ANKRD24,-11.675712910758723,-0.18364124189853973,2
ANKRD26,-11.454027497902219,0.47701818503989923,2
ANKRD27,-4.1085282269892724,1.6125282460428576,2
ANKRD28,-5.277294353622981,0.654525398832474,2
ANKRD30B,34.970085763727745,-2.2421896370421153,0
ANKRD32,-5.385298123582564,0.510125425983978,2
ANKRD33,10.900248718179412,-0.7336662566657868,0
ANKRD34A,-8.56994142252084,-0.16708284446081653,2
ANKRD34C,-12.237777676598114,-0.19165030638545089,2
ANKRD35,-6.6552083044045744,-0.2847313728689653,2
ANKRD36,-11.101742770779897,0.31201583968723096,2
ANKRD36B,-6.862944002993193,-0.7417030189315349,2
ANKRD37,-8.484185687725395,1.1435985040484802,2
ANKRD38,-11.247621337919957,-0.5087400841163057,2
ANKRD39,-0.17166278488109168,-0.8161921250189085,2
ANKRD40,-1.0635846002645564,-0.2190816940476303,2
ANKRD41,-12.479709239396001,0.08193161437711242,2
ANKRD44,0.3472052836903056,-2.299106679656909,0
ANKRD46,0.8832794870628896,1.8929577031640128,2
ANKRD47,-11.191375812213115,0.15292508117744583,2
ANKRD49,6.909622006341638,1.3579007155041098,2
ANKRD5,-12.49358370033473,0.22943020059172983,2
ANKRD50,-5.838493200102265,1.1423536028017978,2
ANKRD52,-9.569732895309599,-0.11870221295398795,2
ANKRD53,-10.508162136827451,-0.25241383913834264,2
ANKRD54,-0.2759351611176757,-0.9686319154333592,2
ANKRD55,-1.2118992620617162,1.1574099840351872,2
ANKRD6,-6.59953525967127,-0.5032134558289,2
ANKRD7,-10.419737886730099,-0.8192691592213692,2
ANKRD9,1.1562620616287134,-1.2159948343715405,2
ANKS1A,7.761398114974086,0.9112380554107634,2
ANKS1B,-12.853770663135466,-0.1922413006625675,2
ANKS3,-10.402723741372267,-0.22596846881665492,2
ANKZF1,1.0932766866109893,-1.0274969593179046,2
ANO1,-12.58730299603615,-0.3779660289278593,2
ANO10,-3.593993707155161,-0.8542199758552153,2
ANO2,-11.361071747898652,-0.35779203483318905,2
ANO6,9.15921310207723,2.3584473124584058,2
ANO7,-11.667534311729463,0.045723482152502444,2
ANO8,-9.505563201418445,0.16426988488524352,2
ANO9,-5.061467840172151,-1.4028695800271924,2
ANP32B,32.695538627116804,-0.015982183491528423,2
ANP32C,-11.859258730325982,0.5369547330641375,2
ANP32E,-10.073816537289346,-0.8825746045266071,2
ANPEP,20.507075856346393,-1.3916367734100228,0
ANTXR1,-11.227848443442408,-0.26016127915339887,2
ANTXR2,18.999479041551215,0.8032786910741857,2
ANXA1,28.068296454054398,2.034259218384728,0
ANXA10,-12.52942525821395,0.22214402013784892,2
ANXA11,9.846816774714412,-1.5216957428698867,2
ANXA2,9.804174422766188,1.3311988686993166,2
ANXA2P1,10.801809067652966,-0.018669322943637167,2
ANXA2P2,46.201698946785086,-0.14581136098609185,1
ANXA2P3,-5.672480235697036,0.032188020180783754,2
ANXA3,11.1289448875255,0.9171540964357657,0
ANXA4,-11.730334932017563,1.246923049747623,2
ANXA5,19.13360371398419,2.084204853548487,0
ANXA6,0.8840175052482917,0.4880697082274584,2
ANXA7,16.093237740960983,1.2752490025268166,2
